date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:31%20GMT	http://biggercat.my.canva.site/fonts/d257a7100844bc3f98c9021168b6249e.woff2	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/fonts/d257a7100844bc3f98c9021168b6249e.woff2	(from https://biggercat.my.canva.site/)
22:35:32	194064/194064	---M--	200	added ('OK')	font/woff2	date:Mon,%2020%20May%202024%2019:35:31%20GMT	https://biggercat.my.canva.site/fonts/98c4d2c0223fc8474641c77f923528e9.woff2	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/fonts/98c4d2c0223fc8474641c77f923528e9.woff2	(from https://biggercat.my.canva.site/)
22:35:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:33%20GMT	http://biggercat.my.canva.site/fonts/1060345c54d396e76d73f1da7ee200bd.woff2	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/fonts/1060345c54d396e76d73f1da7ee200bd.woff2	(from https://biggercat.my.canva.site/)
22:35:34	201132/201132	---M--	200	added ('OK')	font/woff2	date:Mon,%2020%20May%202024%2019:35:33%20GMT	https://biggercat.my.canva.site/fonts/d257a7100844bc3f98c9021168b6249e.woff2	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/fonts/d257a7100844bc3f98c9021168b6249e.woff2	(from https://biggercat.my.canva.site/)
22:35:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:35%20GMT	http://biggercat.my.canva.site/'data:image/png;base64,'	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/'data_image/png;base64,'	(from https://biggercat.my.canva.site/)
22:35:36	203232/203232	---M--	200	added ('OK')	font/woff2	date:Mon,%2020%20May%202024%2019:35:35%20GMT	https://biggercat.my.canva.site/fonts/1060345c54d396e76d73f1da7ee200bd.woff2	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/fonts/1060345c54d396e76d73f1da7ee200bd.woff2	(from https://biggercat.my.canva.site/)
22:35:36	587/587	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20May%202024%2019:35:37%20GMT	https://biggercat.my.canva.site/'data:image/png;base64,'	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/'data_image/png;base64,'	(from https://biggercat.my.canva.site/)
22:35:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:37%20GMT	http://biggercat.my.canva.site/videos/0eeb585c4723d9bef367b9e7a5a26213.mp4	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/videos/0eeb585c4723d9bef367b9e7a5a26213.mp4	(from https://biggercat.my.canva.site/)
22:35:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:39%20GMT	http://biggercat.my.canva.site/images/bf59fc1d6b9d7072b88d9abff9441cb4.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/bf59fc1d6b9d7072b88d9abff9441cb4.svg	(from https://biggercat.my.canva.site/)
22:35:38	52511/52511	---MC-	200	added ('OK')	video/mp4	date:Mon,%2020%20May%202024%2019:35:39%20GMT	https://biggercat.my.canva.site/videos/0eeb585c4723d9bef367b9e7a5a26213.mp4	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/videos/0eeb585c4723d9bef367b9e7a5a26213.mp4	(from https://biggercat.my.canva.site/)
22:35:39	1382/1382	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/bf59fc1d6b9d7072b88d9abff9441cb4.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/bf59fc1d6b9d7072b88d9abff9441cb4.svg	(from https://biggercat.my.canva.site/)
22:35:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:40%20GMT	http://biggercat.my.canva.site/images/618099768f0c16f8dbe3a0aca24ea95f.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/618099768f0c16f8dbe3a0aca24ea95f.svg	(from https://biggercat.my.canva.site/)
22:35:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:41%20GMT	http://biggercat.my.canva.site/images/da7fef5572d73463267da0611c59ea5a.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/da7fef5572d73463267da0611c59ea5a.svg	(from https://biggercat.my.canva.site/)
22:35:40	1631/1631	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/618099768f0c16f8dbe3a0aca24ea95f.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/618099768f0c16f8dbe3a0aca24ea95f.svg	(from https://biggercat.my.canva.site/)
22:35:40	1829/1829	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/da7fef5572d73463267da0611c59ea5a.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/da7fef5572d73463267da0611c59ea5a.svg	(from https://biggercat.my.canva.site/)
22:35:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:42%20GMT	http://biggercat.my.canva.site/images/a702f35a8276a92a5d2e77decae90dd9.png	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/a702f35a8276a92a5d2e77decae90dd9.png	(from https://biggercat.my.canva.site/)
22:35:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:42%20GMT	http://biggercat.my.canva.site/images/02851502fa3209de6b5c81286482e06e.png	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/02851502fa3209de6b5c81286482e06e.png	(from https://biggercat.my.canva.site/)
22:35:43	117233/117233	---M--	200	added ('OK')	image/png	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/a702f35a8276a92a5d2e77decae90dd9.png	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/a702f35a8276a92a5d2e77decae90dd9.png	(from https://biggercat.my.canva.site/)
22:35:43	63937/63937	---M--	200	added ('OK')	image/png	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/02851502fa3209de6b5c81286482e06e.png	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/02851502fa3209de6b5c81286482e06e.png	(from https://biggercat.my.canva.site/)
22:35:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:44%20GMT	http://biggercat.my.canva.site/images/5334cd405de7537ed6233f15098823cf.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/5334cd405de7537ed6233f15098823cf.svg	(from https://biggercat.my.canva.site/)
22:35:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:46%20GMT	http://biggercat.my.canva.site/images/cededf61e2d2fd3918f26f12c7538636.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/cededf61e2d2fd3918f26f12c7538636.svg	(from https://biggercat.my.canva.site/)
22:35:45	1387/1387	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/5334cd405de7537ed6233f15098823cf.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/5334cd405de7537ed6233f15098823cf.svg	(from https://biggercat.my.canva.site/)
22:35:46	1521892/1521892	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/cededf61e2d2fd3918f26f12c7538636.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/cededf61e2d2fd3918f26f12c7538636.svg	(from https://biggercat.my.canva.site/)
22:35:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:47%20GMT	http://biggercat.my.canva.site/images/5a5204703cf0ccbe00601e7710adb1cc.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/5a5204703cf0ccbe00601e7710adb1cc.svg	(from https://biggercat.my.canva.site/)
22:35:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:47%20GMT	http://biggercat.my.canva.site/images/3d672fa48fd226f3e705ebb35a9fa156.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/3d672fa48fd226f3e705ebb35a9fa156.svg	(from https://biggercat.my.canva.site/)
22:35:46	51692/51692	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/5a5204703cf0ccbe00601e7710adb1cc.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/5a5204703cf0ccbe00601e7710adb1cc.svg	(from https://biggercat.my.canva.site/)
22:35:46	241636/241636	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/3d672fa48fd226f3e705ebb35a9fa156.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/3d672fa48fd226f3e705ebb35a9fa156.svg	(from https://biggercat.my.canva.site/)
22:35:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:48%20GMT	http://biggercat.my.canva.site/images/728c5d7b8e403d8e1d3ac2972a903e74.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/728c5d7b8e403d8e1d3ac2972a903e74.svg	(from https://biggercat.my.canva.site/)
22:35:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:49%20GMT	http://biggercat.my.canva.site/images/1dc6d37a55077950c29f37ffbf8d4844.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/1dc6d37a55077950c29f37ffbf8d4844.svg	(from https://biggercat.my.canva.site/)
22:35:48	21323/21323	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/728c5d7b8e403d8e1d3ac2972a903e74.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/728c5d7b8e403d8e1d3ac2972a903e74.svg	(from https://biggercat.my.canva.site/)
22:35:48	6693/6693	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/1dc6d37a55077950c29f37ffbf8d4844.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/1dc6d37a55077950c29f37ffbf8d4844.svg	(from https://biggercat.my.canva.site/)
22:35:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:50%20GMT	http://biggercat.my.canva.site/images/9a8d6780783c881d345e54c654c54694.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/9a8d6780783c881d345e54c654c54694.svg	(from https://biggercat.my.canva.site/)
22:35:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:50%20GMT	http://biggercat.my.canva.site/images/1725959e2a01993ae9c3a170a85f907b.png	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/1725959e2a01993ae9c3a170a85f907b.png	(from https://biggercat.my.canva.site/)
22:35:49	241390/241390	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/9a8d6780783c881d345e54c654c54694.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/9a8d6780783c881d345e54c654c54694.svg	(from https://biggercat.my.canva.site/)
22:35:50	11266/11266	---M--	200	added ('OK')	image/png	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/1725959e2a01993ae9c3a170a85f907b.png	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/1725959e2a01993ae9c3a170a85f907b.png	(from https://biggercat.my.canva.site/)
22:35:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:51%20GMT	http://biggercat.my.canva.site/images/8bd81d55e7a2b6ad2a5cfe20ba9c2e8f.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/8bd81d55e7a2b6ad2a5cfe20ba9c2e8f.svg	(from https://biggercat.my.canva.site/)
22:35:50	1650/1650	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/8bd81d55e7a2b6ad2a5cfe20ba9c2e8f.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/8bd81d55e7a2b6ad2a5cfe20ba9c2e8f.svg	(from https://biggercat.my.canva.site/)
22:35:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:51%20GMT	http://biggercat.my.canva.site/images/ea806ae29096ca5282bb16d325f9f5bb.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/ea806ae29096ca5282bb16d325f9f5bb.svg	(from https://biggercat.my.canva.site/)
22:35:50	4918/4918	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/images/ea806ae29096ca5282bb16d325f9f5bb.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/ea806ae29096ca5282bb16d325f9f5bb.svg	(from https://biggercat.my.canva.site/)
22:35:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:52%20GMT	http://biggercat.my.canva.site/images/7aedb8c83371feaeab9486622fd397ee.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/7aedb8c83371feaeab9486622fd397ee.svg	(from https://biggercat.my.canva.site/)
22:35:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:52%20GMT	http://biggercat.my.canva.site/js/a7bdac05b24347a77bc2ba39247eaaf9c12b11b8b5b7c8ffcd473c8cd1f4ef7d.js	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/js/a7bdac05b24347a77bc2ba39247eaaf9c12b11b8b5b7c8ffcd473c8cd1f4ef7d.js	(from https://biggercat.my.canva.site/)
22:35:51	1026/1026	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20May%202024%2019:33:43%20GMT	https://biggercat.my.canva.site/images/7aedb8c83371feaeab9486622fd397ee.svg	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/images/7aedb8c83371feaeab9486622fd397ee.svg	(from https://biggercat.my.canva.site/)
22:35:51	13336/13336	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/js/a7bdac05b24347a77bc2ba39247eaaf9c12b11b8b5b7c8ffcd473c8cd1f4ef7d.js	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/js/a7bdac05b24347a77bc2ba39247eaaf9c12b11b8b5b7c8ffcd473c8cd1f4ef7d.js	(from https://biggercat.my.canva.site/)
22:35:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20May%202024%2019:35:53%20GMT	http://biggercat.my.canva.site/js/939898b427480d700449229ff00dbb8a6f9f77442b532f697866e6914ab8843a.js	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/js/939898b427480d700449229ff00dbb8a6f9f77442b532f697866e6914ab8843a.js	(from https://biggercat.my.canva.site/)
22:35:52	221/221	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2020%20May%202024%2019:32:43%20GMT	https://biggercat.my.canva.site/js/939898b427480d700449229ff00dbb8a6f9f77442b532f697866e6914ab8843a.js	C:/Users/petro/Desktop/asdas/biggercat.my.canva.site/js/939898b427480d700449229ff00dbb8a6f9f77442b532f697866e6914ab8843a.js	(from https://biggercat.my.canva.site/)
